id,NightLord,Special,Start_190,Treasure_800,Event_30*0,EventFlag,EvPat_30**,EvPatFlag,RotRew_500,Day1Boss,Day1Loc,Day2Boss,Day2Loc,extra1,extra2
270,6,3,703,8001,0,0,0,0,1047300590,4800,1004,4830,1022,-1,-1
271,6,3,701,8005,0,0,0,0,1047300590,4810,1006,4880,1021,-1,-1
272,6,3,706,8005,3070,7705,3100,220,1057300590,4770,1004,4850,1022,-1,-1
273,6,3,703,8002,3020,7702,0,0,1046300590,4990,1008,4850,1022,-1,-1
274,6,3,702,8006,0,0,0,0,1057300590,4910,1004,4830,1022,-1,-1
275,6,5,707,8001,3050,7725,3100,220,0,4910,1002,4880,1025,-1,-1
276,6,5,702,8007,0,0,0,0,0,4800,1011,4830,1025,-1,-1
277,6,5,705,8001,0,0,0,0,0,4770,1011,4850,1025,-1,-1
278,6,5,707,8007,3010,7721,0,0,0,4990,1011,4850,1025,-1,-1
279,6,5,706,8002,0,0,0,0,0,4810,1011,4830,1025,-1,-1
280,7,0,705,8011,0,0,0,0,0,4917,1001,4921,1009,-1,-1
281,7,0,703,8011,0,0,0,0,0,4810,1010,4918,1001,-1,-1
282,7,0,707,8008,0,0,0,0,0,4800,1003,4919,1006,-1,-1
283,7,0,706,8004,0,0,0,0,0,4917,1000,4830,1007,-1,-1
284,7,0,700,8004,0,0,0,0,0,4927,1004,4925,1010,-1,-1
285,7,0,705,8005,3040,7725,3100,220,0,4890,1002,4840,1004,-1,-1
286,7,0,707,8008,0,0,0,0,0,4990,1002,4921,1005,-1,-1
287,7,0,705,8006,3040,7725,3100,220,0,4930,1003,4820,1002,-1,-1
288,7,0,702,8008,3040,7725,3100,220,0,4929,1003,4850,1002,-1,-1
289,7,0,700,8009,0,0,0,0,0,4924,1001,4923,1007,-1,-1
290,7,0,704,8002,0,0,0,0,0,4928,1011,4920,1004,-1,-1
291,7,0,700,8009,0,0,0,0,0,4780,1003,4919,1001,-1,-1
292,7,0,706,8000,3050,7705,3100,220,0,4790,1006,4820,1009,-1,-1
293,7,0,702,8003,3050,7705,3100,220,0,4990,1009,4926,1008,-1,-1
294,7,0,708,8003,0,0,0,0,0,4930,1002,4918,1006,-1,-1
295,7,0,701,8004,3070,7725,3100,220,0,4910,1003,4880,1011,-1,-1
296,7,0,706,8002,3060,7725,3100,220,0,4770,1002,4860,1011,-1,-1
297,7,0,701,8010,0,0,0,0,0,4928,1009,4926,1001,-1,-1
298,7,0,703,8005,3070,7705,3100,220,0,4927,1009,4920,1006,-1,-1
299,7,0,706,8000,0,0,0,0,0,4910,1010,4830,1000,-1,-1
300,7,1,708,8010,3060,7705,3100,220,0,4917,1009,4918,1023,-1,-1
301,7,1,704,8009,0,0,0,0,0,4928,1009,4923,1023,-1,-1
302,7,1,704,8003,3050,7725,3100,220,0,4770,1011,4920,1023,-1,-1
303,7,1,704,8007,0,0,0,0,0,4927,1010,4918,1023,-1,-1
304,7,1,706,8004,0,0,0,0,0,4890,1000,4921,1023,-1,-1
305,7,2,700,8005,0,0,0,0,0,4910,1010,4925,1024,-1,-1
306,7,2,708,8010,3060,7705,3100,220,0,4924,1009,4840,1024,-1,-1
307,7,2,704,8004,0,0,0,0,0,4930,1003,4850,1024,-1,-1
308,7,2,705,8004,0,0,0,0,0,4929,1001,4926,1024,-1,-1
309,7,2,702,8001,3040,7725,3100,220,0,4990,1007,4860,1024,-1,-1
310,7,3,708,8006,0,0,0,0,1046300590,4780,1000,4820,1022,-1,-1
311,7,3,702,8007,0,0,0,0,1047300590,4929,1001,4919,1021,-1,-1
312,7,3,702,8007,3070,7725,3100,220,1046300590,4800,1000,4830,1021,-1,-1
313,7,3,706,8002,3040,7705,3100,220,1057300590,4810,1003,4918,1022,-1,-1
314,7,3,701,8004,0,0,0,0,1057300590,4790,1008,4840,1021,-1,-1
315,7,5,707,8001,0,0,0,0,0,4917,1011,4830,1025,-1,-1
316,7,5,707,8002,3050,7725,3100,220,0,4930,1011,4919,1025,-1,-1
317,7,5,708,8011,0,0,0,0,0,4924,1002,4920,1025,-1,-1
318,7,5,706,8006,0,0,0,0,0,4990,1011,4921,1025,-1,-1
319,7,5,708,8001,3070,7725,3100,220,0,4910,1001,4820,1025,-1,-1
1000,0,0,703,8006,3110,7725,3110,8526,0,4929,1000,4840,1001,-1,-1
1001,0,0,707,8002,0,0,0,0,0,4929,1011,4840,1005,-1,-1
1002,0,0,700,8002,3110,7705,3110,8505,0,4924,1009,4860,1001,-1,-1
1003,0,0,706,8006,0,0,0,0,0,4929,1002,4860,1006,-1,-1
1004,0,0,703,8009,3130,7705,3130,8505,0,4924,1011,4840,1006,-1,-1
1005,0,4,13000,8004,0,0,3600,8004,0,4924,11002,4840,12000,-1,-1
1006,0,4,13002,8006,510,7705,3600,8006,0,4929,11001,4840,12000,-1,-1
1007,0,4,13002,8002,530,7707,3600,8002,0,4924,11000,4840,12001,-1,-1
1008,0,4,13001,8009,530,7700,3600,8009,0,4924,11002,4860,12001,4910,-1
1009,0,4,13001,8008,0,0,3600,8008,0,4929,11001,4860,12000,-1,-1
1010,1,0,702,8004,3110,7725,3110,8526,0,4917,1002,4919,1004,-1,-1
1011,1,0,707,8003,3120,7725,3120,8526,0,4928,1007,4925,1001,-1,-1
1012,1,0,702,8003,3120,7705,3120,8505,0,4928,1000,4925,1002,-1,-1
1013,1,0,703,8007,0,0,0,0,0,4917,1011,4925,1003,-1,-1
1014,1,0,701,8005,0,0,0,0,0,4917,1008,4919,1003,-1,-1
1015,1,4,13002,8003,520,7725,3600,8003,0,4928,11000,4919,12000,-1,-1
1016,1,4,13002,8003,505,7700,3600,8003,0,4890,11000,4925,12001,4927,-1
1017,1,4,13000,8007,0,0,3600,8007,0,4928,11002,4926,12001,-1,-1
1018,1,4,13001,8010,0,0,3600,8010,0,4917,11002,4926,12000,-1,-1
1019,1,4,13001,8003,510,7725,3600,8003,0,4917,11001,4919,12001,-1,-1
1020,2,0,708,8008,0,0,0,0,0,4990,1010,4850,1006,-1,-1
1021,2,0,700,8004,3110,7725,3110,8526,0,4990,1009,4918,1006,-1,-1
1022,2,0,703,8007,0,0,0,0,0,4990,1000,4918,1007,-1,-1
1023,2,0,700,8007,3110,7725,3110,8526,0,4927,1010,4850,1006,-1,-1
1024,2,0,702,8011,3120,7705,3120,8505,0,4927,1002,4850,1007,-1,-1
1025,2,4,13000,8010,0,0,3600,8010,0,4810,11002,4850,12000,-1,-1
1026,2,4,13002,8000,500,7727,3600,8000,0,4770,11000,4918,12000,-1,-1
1027,2,4,13002,8001,520,7725,3600,8001,0,4990,11000,4923,12000,-1,-1
1028,2,4,13000,8010,0,0,3600,8010,0,4927,11001,4923,12001,-1,-1
1029,2,4,13001,8007,540,7725,3600,8007,0,4790,11002,4918,12001,-1,-1
1030,3,0,708,8006,0,0,0,0,0,4917,1007,4880,1011,-1,-1
1031,3,0,703,8011,0,0,0,0,0,4910,1006,4920,1011,-1,-1
1032,3,0,700,8011,3130,7705,3130,8505,0,4910,1010,4880,1000,-1,-1
1033,3,0,700,8006,3110,7725,3110,8526,0,4917,1003,4880,1008,-1,-1
1034,3,0,700,8006,3130,7705,3130,8505,0,4910,1000,4920,1007,-1,-1
1035,3,4,13002,8010,530,7720,3600,8010,0,4890,11000,4880,12001,-1,4850
1036,3,4,13000,8004,0,0,3600,8004,0,4917,11002,4920,12001,-1,-1
1037,3,4,13001,8002,550,7705,3600,8002,0,4780,11001,4860,12000,-1,-1
1038,3,4,13001,8002,510,7705,3600,8002,0,4910,11002,4920,12001,-1,-1
1039,3,4,13000,8009,0,0,3600,8009,0,4810,11001,4880,12000,-1,-1
1040,4,0,708,8001,3120,7725,3120,8526,0,4930,1010,4921,1006,-1,-1
1041,4,0,700,8002,0,0,0,0,0,4930,1010,4925,1006,-1,-1
1042,4,0,701,8001,3130,7705,3130,8505,0,4930,1005,4925,1002,-1,-1
1043,4,0,701,8001,3130,7705,3130,8505,0,4927,1002,4925,1007,-1,-1
1044,4,0,704,8007,0,0,0,0,0,4927,1011,4921,1009,-1,-1
1045,4,4,13002,8003,550,7725,3600,8003,0,4790,11000,4921,12001,-1,-1
1046,4,4,13000,8009,530,7727,3600,8009,0,4927,11002,4925,12000,-1,-1
1047,4,4,13001,8003,500,7727,3600,8003,0,4930,11001,4880,12001,-1,-1
1048,4,4,13002,8001,0,0,3600,8001,0,4770,11000,4921,12000,-1,-1
1049,4,4,13000,8002,0,0,3600,8002,0,4800,11001,4925,12000,-1,-1
1050,5,0,707,8005,3120,7725,3120,8526,0,4930,1005,4926,1011,-1,-1
1051,5,0,701,8010,0,0,0,0,0,4928,1011,4926,1007,-1,-1
1052,5,0,704,8004,0,0,0,0,0,4930,1011,4820,1007,-1,-1
1053,5,0,707,8010,3130,7705,3130,8505,0,4928,1001,4926,1003,-1,-1
1054,5,0,706,8006,3130,7705,3130,8505,0,4930,1002,4820,1009,-1,-1
1055,5,4,13002,8006,560,7705,3600,8006,0,4928,11000,4923,12000,-1,-1
1056,5,4,13001,8009,0,0,3600,8009,0,4890,11002,4820,12001,-1,-1
1057,5,4,13000,8006,520,7725,3600,8006,0,4780,11001,4820,12000,-1,-1
1058,5,4,13000,8003,0,0,3600,8003,0,4930,11002,4926,12001,-1,-1
1059,5,4,13001,8004,505,7720,3600,8004,0,4790,11001,4923,12001,-1,4840
1060,6,0,705,8009,3130,7705,3130,8505,0,4910,1003,4850,1010,-1,-1
1061,6,0,707,8003,3120,7705,3120,8505,0,4910,1005,4850,1002,-1,-1
1062,6,0,703,8003,0,0,0,0,0,4990,1002,4830,1005,-1,-1
1063,6,0,708,8011,0,0,0,0,0,4990,1003,4830,1010,-1,-1
1064,6,0,705,8009,3130,7705,3130,8505,0,4910,1011,4850,1004,-1,-1
1065,6,4,13001,8001,530,7720,3600,8001,0,4990,11002,4830,12000,-1,4820
1066,6,4,13002,8006,560,7725,3600,8006,0,4770,11000,4880,12000,-1,-1
1067,6,4,13001,8006,540,7705,3600,8006,0,4910,11002,4850,12000,-1,-1
1068,6,4,13000,8003,0,0,3600,8003,0,4810,11001,4850,12001,-1,-1
1069,6,4,13000,8002,0,0,3600,8002,0,4800,11001,4830,12001,-1,-1
1070,7,0,706,8008,3120,7725,3120,8526,0,4927,1007,4860,1000,-1,-1
1071,7,0,703,8008,0,0,0,0,0,4928,1008,4925,1001,-1,-1
1072,7,0,705,8010,3110,7705,3110,8505,0,4928,1008,4860,1002,-1,-1
1073,7,0,708,8008,0,0,0,0,0,4917,1011,4850,1005,-1,-1
1074,7,0,706,8007,3130,7705,3130,8505,0,4917,1004,4925,1011,-1,-1
1075,7,4,13001,8010,0,0,3600,8010,0,4890,11001,4850,12000,-1,-1
1076,7,4,13002,8010,0,0,3600,8010,0,4927,11001,4925,12000,-1,-1
1077,7,4,13000,8007,520,7725,3600,8007,0,4928,11002,4880,12000,-1,-1
1078,7,4,13001,8003,530,7720,3600,8003,0,4770,11001,4923,12001,-1,4919
1079,7,4,13002,8009,510,7725,3600,8009,0,4780,11000,4926,12001,-1,-1
1080,8,0,707,8003,3080,7727,3500,1044360220,0,5200,1005,5210,1002,-1,-1
1081,8,0,700,8010,3120,7725,3120,8526,0,5200,1005,5210,1008,-1,-1
1082,8,0,706,8011,3120,7705,3120,8505,0,5203,1003,5213,1008,-1,-1
1083,8,0,707,8007,0,0,0,0,0,5203,1011,5213,1009,-1,-1
1084,8,0,702,8000,0,0,0,0,0,5203,1008,5213,1003,-1,-1
1085,8,0,702,8003,0,0,0,0,0,5200,1003,5210,1001,-1,-1
1086,8,0,705,8001,3120,7725,3120,8526,0,5200,1002,5210,1006,-1,-1
1087,8,0,705,8004,3000,7720,0,0,0,5200,1011,5210,1001,-1,4920
1088,8,0,700,8004,3120,7705,3120,8505,0,5203,1010,5213,1002,-1,-1
1089,8,0,705,8004,3110,7705,3110,8505,0,5200,1002,5210,1003,-1,-1
1090,8,0,701,8008,0,0,0,0,0,5200,1011,5210,1003,-1,-1
1091,8,0,706,8010,0,0,0,0,0,5203,1000,5213,1002,-1,-1
1092,8,0,702,8011,3120,7725,3120,8526,0,5200,1011,5210,1005,-1,-1
1093,8,0,703,8008,3020,7702,0,0,0,5203,1005,5213,1002,-1,-1
1094,8,0,702,8010,3110,7725,3110,8526,0,5203,1008,5213,1009,-1,-1
1095,8,0,705,8004,3110,7705,3110,8505,0,5203,1003,5213,1011,-1,-1
1096,8,0,705,8009,3010,7721,0,0,0,5200,1000,5210,1002,-1,-1
1097,8,0,700,8002,0,0,0,0,0,5203,1011,5213,1000,-1,-1
1098,8,0,701,8008,3120,7705,3120,8505,0,5200,1002,5210,1006,-1,-1
1099,8,0,706,8000,0,0,0,0,0,5203,1010,5213,1000,-1,-1
1100,8,1,700,8004,3030,7724,3600,1151,0,5203,1009,5213,1023,-1,-1
1101,8,1,704,8003,3120,7725,3120,8526,0,5200,1009,5210,1023,-1,-1
1102,8,1,701,8009,3000,7700,0,0,0,5200,1003,5210,1023,4910,-1
1103,8,1,700,8009,0,0,0,0,0,5200,1009,5210,1023,-1,-1
1104,8,1,705,8011,0,0,0,0,0,5203,1010,5213,1023,-1,-1
1105,8,2,705,8010,3120,7705,3120,8505,0,5200,1007,5210,1024,-1,-1
1106,8,2,708,8011,0,0,0,0,0,5203,1003,5213,1024,-1,-1
1107,8,2,700,8011,3110,7705,3110,8505,0,5203,1009,5213,1024,-1,-1
1108,8,2,701,8009,0,0,0,0,0,5200,1005,5210,1024,-1,-1
1109,8,2,704,8010,3020,7702,0,0,0,5203,1000,5213,1024,-1,-1
1110,8,3,706,8002,3110,7725,3110,8526,1047300590,5203,1001,5213,1022,-1,-1
1111,8,3,706,8004,3120,7705,3120,8505,1047300590,5200,1006,5210,1022,-1,-1
1112,8,3,701,8002,0,0,0,0,1047300590,5203,1002,5213,1022,-1,-1
1113,8,3,700,8003,0,0,0,0,1047300590,5200,1000,5210,1022,-1,-1
1114,8,3,700,8008,3010,7721,0,0,1047300590,5200,1002,5210,1021,-1,-1
1115,8,4,13002,8008,0,0,3600,8008,0,5200,11000,5210,12000,-1,-1
1116,8,4,13002,8004,520,7725,3600,8004,0,5203,11000,5213,12000,-1,-1
1117,8,4,13000,8005,500,7727,3600,8005,0,5200,11002,5210,12000,-1,-1
1118,8,4,13000,8000,505,7720,3600,8000,0,5200,11002,5210,12000,-1,4925
1119,8,4,13002,8005,510,7725,3600,8005,0,5200,11000,5210,12000,-1,-1
1120,8,4,13002,8001,505,7700,3600,8001,0,5200,11000,5210,12000,4929,-1
1121,8,4,13002,8010,0,0,3600,8010,0,5203,11000,5213,12000,-1,-1
1122,8,4,13000,8004,0,0,3600,8004,0,5203,11001,5213,12000,-1,-1
1123,8,4,13001,8009,0,0,3600,8009,0,5203,11001,5213,12001,-1,-1
1124,8,4,13001,8005,500,7727,3600,8005,0,5200,11001,5210,12001,-1,-1
1125,8,4,13000,8011,520,7725,3600,8011,0,5200,11001,5210,12001,-1,-1
1126,8,4,13002,8002,510,7725,3600,8002,0,5203,11000,5213,12001,-1,-1
1127,8,4,13000,8010,0,0,3600,8010,0,5203,11002,5213,12001,-1,-1
1128,8,4,13001,8008,0,0,3600,8008,0,5203,11002,5213,12001,-1,-1
1129,8,4,13002,8011,520,7725,3600,8011,0,5203,11001,5213,12001,-1,-1
1130,8,4,13001,8007,0,0,3600,8007,0,5203,11001,5213,12000,-1,-1
1131,8,4,13001,8007,520,7725,3600,8007,0,5200,11002,5210,12001,-1,-1
1132,8,4,13000,8006,520,7725,3600,8006,0,5203,11001,5213,12000,-1,-1
1133,8,4,13002,8006,520,7725,3600,8006,0,5200,11001,5210,12001,-1,-1
1134,8,4,13001,8008,510,7705,3600,8008,0,5200,11002,5210,12000,-1,-1
1135,8,5,704,8010,3120,7725,3120,8526,0,5203,1002,5213,1025,-1,-1
1136,8,5,702,8003,0,0,0,0,0,5203,1001,5213,1025,-1,-1
1137,8,5,707,8004,0,0,0,0,0,5200,1002,5210,1025,-1,-1
1138,8,5,708,8003,3110,7725,3110,8526,0,5200,1002,5210,1025,-1,-1
1139,8,5,708,8006,3090,7726,0,0,0,5203,1001,5213,1025,-1,-1
1140,9,0,704,8008,3060,7705,3100,220,0,5201,1010,5211,1004,-1,-1
1141,9,0,704,8010,0,0,0,0,0,5201,1004,5211,1011,-1,-1
1142,9,0,701,8010,3130,7705,3130,8505,0,5201,1008,5211,1004,-1,-1
1143,9,0,704,8004,0,0,0,0,0,5201,1003,5211,1002,-1,-1
1144,9,0,703,8008,0,0,0,0,0,5202,1008,5212,1005,-1,-1
1145,9,0,708,8003,0,0,0,0,0,5202,1011,5212,1006,-1,-1
1146,9,0,707,8003,3110,7725,3110,8526,0,5202,1007,5212,1011,-1,-1
1147,9,0,705,8008,3130,7705,3130,8505,0,5202,1002,5211,1000,-1,-1
1148,9,0,708,8004,3070,7725,3100,220,0,5201,1010,5211,1000,-1,-1
1149,9,0,708,8005,3110,7705,3110,8505,0,5202,1010,5211,1002,-1,-1
1150,9,0,704,8006,0,0,0,0,0,5201,1005,5212,1008,-1,-1
1151,9,0,706,8005,3130,7705,3130,8505,0,5201,1009,5211,1001,-1,-1
1152,9,0,701,8009,3040,7705,3100,220,0,5202,1009,5212,1006,-1,-1
1153,9,0,702,8009,0,0,0,0,0,5202,1001,5212,1003,-1,-1
1154,9,0,704,8008,3050,7725,3100,220,0,5202,1005,5212,1011,-1,-1
1155,9,0,706,8009,3120,7725,3120,8526,0,5201,1011,5211,1003,-1,-1
1156,9,0,703,8004,3130,7705,3130,8505,0,5202,1008,5212,1004,-1,-1
1157,9,0,707,8011,0,0,0,0,0,5202,1003,5212,1002,-1,-1
1158,9,0,704,8001,3130,7705,3130,8505,0,5201,1000,5212,1010,-1,-1
1159,9,0,704,8010,3120,7705,3120,8505,0,5201,1010,5211,1004,-1,-1
1160,9,1,701,8003,3070,7725,3100,220,0,5201,1000,5211,1023,-1,-1
1161,9,1,701,8008,3040,7705,3100,220,0,5201,1003,5212,1023,-1,-1
1162,9,1,701,8007,3130,7705,3130,8505,0,5202,1009,5211,1023,-1,-1
1163,9,1,704,8008,0,0,0,0,0,5202,1010,5212,1023,-1,-1
1164,9,1,706,8000,0,0,0,0,0,5202,1011,5212,1023,-1,-1
1165,9,2,700,8005,3130,7705,3130,8505,0,5201,1005,5211,1024,-1,-1
1166,9,2,704,8011,3050,7705,3100,220,0,5202,1005,5211,1024,-1,-1
1167,9,2,702,8010,3110,7725,3110,8526,0,5202,1001,5212,1024,-1,-1
1168,9,2,701,8005,0,0,0,0,0,5201,1010,5211,1024,-1,-1
1169,9,2,705,8004,0,0,0,0,0,5201,1009,5212,1024,-1,-1
1170,9,3,703,8005,3130,7705,3130,8505,1057300590,5202,1006,5212,1022,-1,-1
1171,9,3,703,8006,3060,7725,3100,220,1046300590,5202,1002,5212,1022,-1,-1
1172,9,3,708,8001,3110,7725,3110,8526,1047300590,5202,1008,5212,1022,-1,-1
1173,9,3,703,8008,0,0,0,0,1046300590,5201,1011,5211,1021,-1,-1
1174,9,3,708,8006,0,0,0,0,1047300590,5201,1001,5211,1022,-1,-1
1175,9,4,13002,8002,530,7727,3600,8002,0,5202,11000,5211,12000,-1,-1
1176,9,4,13001,8005,540,7725,3600,8005,0,5201,11002,5211,12001,-1,-1
1177,9,4,13002,8004,0,0,3600,8004,0,5201,11000,5211,12000,-1,-1
1178,9,4,13002,8006,510,7725,3600,8006,0,5202,11000,5212,12000,-1,-1
1179,9,4,13002,8008,520,7725,3600,8008,0,5202,11000,5212,12000,-1,-1
1180,9,4,13000,8008,560,7725,3600,8008,0,5202,11001,5212,12000,-1,-1
1181,9,4,13000,8004,0,0,3600,8004,0,5202,11001,5211,12001,-1,-1
1182,9,4,13002,8006,530,7700,3600,8006,0,5201,11000,5211,12000,4924,-1
1183,9,4,13002,8007,0,0,3600,8007,0,5202,11001,5211,12001,-1,-1
1184,9,4,13002,8005,0,0,3600,8005,0,5201,11000,5212,12001,-1,-1
1185,9,4,13000,8011,530,7700,3600,8011,0,5202,11002,5212,12000,4910,-1
1186,9,4,13001,8003,560,7725,3600,8003,0,5202,11001,5212,12001,-1,-1
1187,9,4,13001,8001,510,7725,3600,8001,0,5201,11001,5211,12000,-1,-1
1188,9,4,13001,8010,540,7705,3600,8010,0,5201,11001,5212,12001,-1,-1
1189,9,4,13001,8007,0,0,3600,8007,0,5201,11002,5211,12001,-1,-1
1190,9,4,13002,8007,530,7720,3600,8007,0,5202,11001,5211,12001,-1,4923
1191,9,4,13000,8007,0,0,3600,8007,0,5201,11002,5212,12000,-1,-1
1192,9,4,13000,8002,550,7705,3600,8002,0,5201,11002,5211,12001,-1,-1
1193,9,4,13000,8009,0,0,3600,8009,0,5202,11001,5212,12001,-1,-1
1194,9,4,13001,8009,0,0,3600,8009,0,5201,11002,5212,12001,-1,-1
1195,9,5,703,8004,0,0,0,0,0,5201,1001,5212,1025,-1,-1
1196,9,5,702,8006,3040,7725,3100,220,0,5201,1001,5212,1025,-1,-1
1197,9,5,706,8010,3130,7705,3130,8505,0,5202,1001,5211,1025,-1,-1
1198,9,5,704,8007,0,0,0,0,0,5201,1001,5211,1025,-1,-1
1199,9,5,702,8004,3110,7725,3110,8526,0,5202,1001,5211,1025,-1,-1
